ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category1Description,category2Description,options,dataTables
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.RemoveXmlTag,Remove XML tag,Removes XML tags matching the provided expression.,1,,XML,,Basic building blocks for transforming XML.,"[{""name"":""xPath"",""type"":""String"",""displayName"":""XPath"",""description"":""An XPath expression used to find matching tags."",""example"":""/project/dependencies/dependency"",""required"":true},{""name"":""fileMatcher"",""type"":""String"",""displayName"":""File matcher"",""description"":""If provided only matching files will be modified. This is a glob expression."",""example"":""'**/application-*.xml'""}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.XsltTransformation,XSLT transformation,Apply the specified XSLT transformation on matching files. Note that there are no format matching guarantees when running this recipe.,1,,XML,,Basic building blocks for transforming XML.,"[{""name"":""xslt"",""type"":""String"",""displayName"":""XSLT Configuration transformation"",""description"":""The transformation to be applied."",""example"":""<xsl:stylesheet ...>...</xsl:stylesheet>""},{""name"":""xsltResource"",""type"":""String"",""displayName"":""XSLT Configuration transformation classpath resource"",""description"":""Recipe transformation provided as a classpath resource."",""example"":""/changePlugin.xslt""},{""name"":""filePattern"",""type"":""String"",""displayName"":""File pattern"",""description"":""A glob expression that can be used to constrain which directories or source files should be searched. Multiple patterns may be specified, separated by a semicolon `;`. If multiple patterns are supplied any of the patterns matching will be interpreted as a match."",""example"":""**/*.xml"",""required"":true}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.CreateXmlFile,Create XML file,Create a new XML file.,1,,XML,,Basic building blocks for transforming XML.,"[{""name"":""relativeFileName"",""type"":""String"",""displayName"":""Relative file path"",""description"":""File path of new file."",""example"":""foo/bar/baz.xml"",""required"":true},{""name"":""fileContents"",""type"":""String"",""displayName"":""File contents"",""description"":""Multiline text content for the file."",""example"":""<?xml version=\""1.0\"" encoding=\""UTF-8\""?>\n<root>\n    <child>1</child></root>""},{""name"":""overwriteExisting"",""type"":""Boolean"",""displayName"":""Overwrite existing file"",""description"":""If there is an existing file, should it be overwritten.""}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.format.AutoFormat,Format XML,Indents XML using the most common indentation size and tabs or space choice in use in the file.,1,Format,XML,,Basic building blocks for transforming XML.,,
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.format.LineBreaks,Blank lines,Add line breaks at appropriate places between XML syntax elements.,1,Format,XML,,Basic building blocks for transforming XML.,,
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.format.NormalizeFormat,Normalize format,Move whitespace to the outermost LST element possible.,1,Format,XML,,Basic building blocks for transforming XML.,,
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.format.NormalizeLineBreaks,Normalize line breaks,Consistently use either Windows style (CRLF) or Linux style (LF) line breaks. If no `GeneralFormatStyle` is specified this will use whichever style of line endings are more common.,1,Format,XML,,Basic building blocks for transforming XML.,,
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.format.NormalizeTabsOrSpaces,Normalize to tabs or spaces,Consistently use either tabs or spaces in indentation.,1,Format,XML,,Basic building blocks for transforming XML.,,
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.format.TabsAndIndents,Tabs and indents,Format tabs and indents in XML code.,1,Format,XML,,Basic building blocks for transforming XML.,,
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.search.DoesNotUseNamespaceUri,Find files without Namespace URI,"Find XML root elements that do not have a specific Namespace URI, optionally restricting the search by an XPath expression.",1,Search,XML,,Basic building blocks for transforming XML.,"[{""name"":""namespaceUri"",""type"":""String"",""displayName"":""Namespace URI"",""description"":""The Namespace URI to check."",""example"":""http://www.w3.org/2001/XMLSchema-instance"",""required"":true}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.search.FindNamespacePrefix,Find XML namespace prefixes,"Find XML namespace prefixes, optionally restricting the search by a XPath expression.",1,Search,XML,,Basic building blocks for transforming XML.,"[{""name"":""namespacePrefix"",""type"":""String"",""displayName"":""Namespace prefix"",""description"":""The Namespace Prefix to find."",""example"":""http://www.w3.org/2001/XMLSchema-instance"",""required"":true},{""name"":""xPath"",""type"":""String"",""displayName"":""XPath"",""description"":""An XPath expression used to find namespace URIs."",""example"":""/dependencies/dependency""}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.search.FindTags,Find XML tags,Find XML tags by XPath expression.,1,Search,XML,,Basic building blocks for transforming XML.,"[{""name"":""xPath"",""type"":""String"",""displayName"":""XPath"",""description"":""An XPath expression used to find matching tags."",""example"":""//dependencies/dependency"",""required"":true}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.search.HasNamespaceUri,Find XML namespace URIs,"Find XML namespace URIs, optionally restricting the search by a XPath expression.",1,Search,XML,,Basic building blocks for transforming XML.,"[{""name"":""namespaceUri"",""type"":""String"",""displayName"":""Namespace URI"",""description"":""The Namespace URI to find."",""example"":""http://www.w3.org/2001/XMLSchema-instance"",""required"":true},{""name"":""xPath"",""type"":""String"",""displayName"":""XPath"",""description"":""An XPath expression used to find namespace URIs."",""example"":""/dependencies/dependency""}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.security.AddOwaspDateBoundSuppressions,Add date bounds to OWASP suppressions,Adds an expiration date to all OWASP suppressions in order to ensure that they are periodically reviewed. For use with the OWASP `dependency-check` tool. More details: https://jeremylong.github.io/DependencyCheck/general/suppression.html.,1,Security,XML,,Basic building blocks for transforming XML.,"[{""name"":""untilDate"",""type"":""String"",""displayName"":""Until date"",""description"":""Optional. The date to add to the suppression. Default will be 30 days from today."",""example"":""2023-01-01""}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.security.IsOwaspSuppressionsFile,Find OWASP vulnerability suppression XML files,These files are used to suppress false positives in OWASP [Dependency Check](https://jeremylong.github.io/DependencyCheck).,1,Security,XML,,Basic building blocks for transforming XML.,,
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.security.RemoveOwaspSuppressions,Remove out-of-date OWASP suppressions,"Remove all OWASP suppressions with a suppression end date in the past, as these are no longer valid. For use with the OWASP `dependency-check` tool. More details on OWASP suppression files can be found [here](https://jeremylong.github.io/DependencyCheck/general/suppression.html).",1,Security,XML,,Basic building blocks for transforming XML.,"[{""name"":""cutOffDate"",""type"":""String"",""displayName"":""Until date"",""description"":""Suppressions will be removed if they expired before the provided date. Default will be yesterday."",""example"":""2023-01-01""}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.security.UpdateOwaspSuppressionDate,Update OWASP suppression date bounds,Updates the expiration date for OWASP suppressions having a matching cve tag. For use with the OWASP `dependency-check` tool. More details: https://jeremylong.github.io/DependencyCheck/general/suppression.html.,1,Security,XML,,Basic building blocks for transforming XML.,"[{""name"":""cveList"",""type"":""List"",""displayName"":""CVE List"",""description"":""Update suppressions having any of the specified CVE tags."",""example"":""CVE-2022-1234"",""required"":true},{""name"":""untilDate"",""type"":""String"",""displayName"":""Until date"",""description"":""Optional. The date to add to the suppression. Default will be 30 days from today."",""example"":""2023-01-01""}]",
maven,org.openrewrite:rewrite-xml,org.openrewrite.xml.style.AutodetectDebug,XML style Auto-detection debug,Runs XML Autodetect and records the results in data tables and search markers. A debugging tool for figuring out why XML documents get styled the way they do.,1,Style,XML,,Basic building blocks for transforming XML.,,"[{""name"":""org.openrewrite.xml.table.XmlStyleReport"",""displayName"":""XML style report"",""description"":""Records style information about XML documents. Used for debugging style auto-detection issues."",""columns"":[{""name"":""name"",""type"":""String"",""displayName"":""File name"",""description"":""The name of the file that was analyzed.""},{""name"":""useTabCharacter"",""type"":""boolean"",""displayName"":""Use tabs"",""description"":""When 'true', tabs are used for indentation. When 'false', spaces are used.""},{""name"":""indentSize"",""type"":""int"",""displayName"":""Indent size"",""description"":""The number of spaces that are used for each level of indentation.""},{""name"":""tabSize"",""type"":""int"",""displayName"":""Tab size"",""description"":""The number of spaces that a tab character represents.""},{""name"":""continuationIndentSize"",""type"":""int"",""displayName"":""Continuation indent size"",""description"":""The number of spaces that are used to indent an attribute that is on its own line.""},{""name"":""indentCount"",""type"":""int"",""displayName"":""Indent count"",""description"":""Count of tags in the file whose prefixes were evaluated.""},{""name"":""indentsMatchingOwnStyle"",""type"":""int"",""displayName"":""Indents matching own style"",""description"":""Count of tags in the file whose prefix match the style of the file itself.""},{""name"":""indentsMatchingProjectStyle"",""type"":""int"",""displayName"":""Indents matching project style"",""description"":""Count of tags in the file whose prefix match the overall style of the project.""},{""name"":""continuationIndentCount"",""type"":""int"",""displayName"":""Continuation indent count"",""description"":""Count of attributes in the file whose prefixes were evaluated.""},{""name"":""continuationIndentsMatchingOwnStyle"",""type"":""int"",""displayName"":""Continuation indents matching own style"",""description"":""CCount of attributes in the file whose prefix matches  the style of the file itself.""},{""name"":""continuationIndentsMatchingProjectStyle"",""type"":""int"",""displayName"":""Continuation indents matching project style"",""description"":""Count of attributes in the file whose prefix matches the overall style of the project.""}]}]"
