ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category1Description,category2Description,options,dataTables
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangeMethodInvocationReturnType,Change method invocation return type,Changes the return type of a method invocation.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""org.mockito.Matchers anyVararg()"",""required"":true},{""name"":""newReturnType"",""type"":""String"",""displayName"":""New method invocation return type"",""description"":""The fully qualified new return type of method invocation."",""example"":""long"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangeMethodName,Change method name,Rename a method.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""org.mockito.Matchers anyVararg()"",""required"":true},{""name"":""newMethodName"",""type"":""String"",""displayName"":""New method name"",""description"":""The method name that will replace the existing name."",""example"":""any"",""required"":true},{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, find methods that are overrides of the method pattern.""},{""name"":""ignoreDefinition"",""type"":""Boolean"",""displayName"":""Ignore type definition"",""description"":""When set to `true` the definition of the old type will be left untouched. This is useful when you're replacing usage of a class but don't want to rename it.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangeMethodTargetToStatic,Change method target to static,Change method invocations to static method calls.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""The original method call may or may not be a static method invocation. A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""com.google.common.collect.ImmutableSet of(..)"",""required"":true},{""name"":""fullyQualifiedTargetTypeName"",""type"":""String"",""displayName"":""Fully-qualified target type name"",""description"":""A fully-qualified class name of the type upon which the static method is defined."",""example"":""java.util.Set"",""required"":true},{""name"":""returnType"",""type"":""String"",""displayName"":""Return type after change"",""description"":""Sometimes changing the target type also changes the return type. In the Guava example, changing from `ImmutableSet#of(..)` to `Set#of(..)` widens the return type from Guava's `ImmutableSet` to just `java.util.Set`."",""example"":""java.util.Set""},{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, find methods that are overrides of the method pattern.""},{""name"":""matchUnknownTypes"",""type"":""Boolean"",""displayName"":""Match unknown types"",""description"":""When enabled, include method invocations which appear to match if full type information is missing. Using matchUnknownTypes can improve recipe resiliency for an AST with missing type information, but also increases the risk of false-positive matches on unrelated method invocations.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangeMethodTargetToVariable,Change method target to variable,Change method invocations to method calls on a variable.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""org.mycorp.A method(..)"",""required"":true},{""name"":""variableName"",""type"":""String"",""displayName"":""Variable name"",""description"":""Name of variable to use as target for the modified method invocation."",""example"":""foo"",""required"":true},{""name"":""variableType"",""type"":""String"",""displayName"":""Variable type"",""description"":""Type attribution to use for the return type of the modified method invocation."",""example"":""java.lang.String"",""required"":true},{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, find methods that are overrides of the method pattern.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangePackage,Rename package name,"A recipe that will rename a package name in package statements, imports, and fully-qualified types.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""oldPackageName"",""type"":""String"",""displayName"":""Old package name"",""description"":""The package name to replace."",""example"":""com.yourorg.foo"",""required"":true},{""name"":""newPackageName"",""type"":""String"",""displayName"":""New package name"",""description"":""New package name to replace the old package name with."",""example"":""com.yourorg.bar"",""required"":true},{""name"":""recursive"",""type"":""Boolean"",""displayName"":""Recursive"",""description"":""Recursively change subpackage names""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangePackageInStringLiteral,Rename package name in String literals,A recipe that will rename a package name in String literals.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""oldPackageName"",""type"":""String"",""displayName"":""Old package name"",""description"":""The package name to replace."",""example"":""com.yourorg.foo"",""required"":true},{""name"":""newPackageName"",""type"":""String"",""displayName"":""New package name"",""description"":""New package name to replace the old package name with."",""example"":""com.yourorg.bar"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangeStaticFieldToMethod,Change static field access to static method access,Migrate accesses to a static field to invocations of a static method.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""oldClassName"",""type"":""String"",""displayName"":""Old class name"",""description"":""The fully qualified name of the class containing the field to replace."",""example"":""java.util.Collections"",""required"":true},{""name"":""oldFieldName"",""type"":""String"",""displayName"":""Old field name"",""description"":""The simple name of the static field to replace."",""example"":""EMPTY_LIST"",""required"":true},{""name"":""newClassName"",""type"":""String"",""displayName"":""New class name"",""description"":""The fully qualified name of the class containing the method to use. Leave empty to keep the same class."",""example"":""java.util.List""},{""name"":""newTarget"",""type"":""String"",""displayName"":""New field target"",""description"":""An optional method target that can be used to specify a static field within the new class."",""example"":""OK_RESPONSE""},{""name"":""newMethodName"",""type"":""String"",""displayName"":""New method name"",""description"":""The simple name of the method to use. The method must be static and have no arguments."",""example"":""of"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangeType,Change type,Change a given type to another.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""oldFullyQualifiedTypeName"",""type"":""String"",""displayName"":""Old fully-qualified type name"",""description"":""Fully-qualified class name of the original type."",""example"":""org.junit.Assume"",""required"":true},{""name"":""newFullyQualifiedTypeName"",""type"":""String"",""displayName"":""New fully-qualified type name"",""description"":""Fully-qualified class name of the replacement type, or the name of a primitive such as \""int\"". The `OuterClassName$NestedClassName` naming convention should be used for nested classes."",""example"":""org.junit.jupiter.api.Assumptions"",""required"":true},{""name"":""ignoreDefinition"",""type"":""Boolean"",""displayName"":""Ignore type definition"",""description"":""When set to `true` the definition of the old type will be left untouched. This is useful when you're replacing usage of a class but don't want to rename it.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ChangeTypeInStringLiteral,Change type in String literals,Change a given type to another when used in a String literal.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""oldFullyQualifiedTypeName"",""type"":""String"",""displayName"":""Old fully-qualified type name"",""description"":""Fully-qualified class name of the original type."",""example"":""org.junit.Assume"",""required"":true},{""name"":""newFullyQualifiedTypeName"",""type"":""String"",""displayName"":""New fully-qualified type name"",""description"":""Fully-qualified class name of the replacement type, or the name of a primitive such as \""int\"". The `OuterClassName$NestedClassName` naming convention should be used for nested classes."",""example"":""org.junit.jupiter.api.Assumptions"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.DeleteMethodArgument,Delete method argument,Delete an argument from method invocations.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""com.yourorg.A foo(int, int)"",""required"":true},{""name"":""argumentIndex"",""type"":""int"",""displayName"":""Argument index"",""description"":""A zero-based index that indicates which argument will be removed from the method invocation."",""example"":""0"",""required"":true,""value"":0}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.InlineMethodCalls,Inline method calls,"Inline method calls using a template replacement pattern. Supports both method invocations and constructor calls, with optional imports.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A method pattern that is used to find matching method invocations."",""example"":""com.google.common.base.Preconditions checkNotNull(..)"",""required"":true},{""name"":""replacement"",""type"":""String"",""displayName"":""Replacement template"",""description"":""The replacement template for the method invocation. Parameters can be referenced using their names from the original method."",""example"":""java.util.Objects.requireNonNull(#{p0})"",""required"":true},{""name"":""imports"",""type"":""Set"",""displayName"":""Imports"",""description"":""List of regular imports to add when the replacement is made."",""example"":""[\""java.util.Objects\""]""},{""name"":""staticImports"",""type"":""Set"",""displayName"":""Static imports"",""description"":""List of static imports to add when the replacement is made."",""example"":""[\""java.util.Collections.emptyList\""]""},{""name"":""classpathFromResources"",""type"":""Set"",""displayName"":""Classpath from resources"",""description"":""List of paths to JAR files on the classpath for parsing the replacement template."",""example"":""[\""guava-33.4.8-jre\""]""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.NoStaticImport,Remove static import,"Removes static imports and replaces them with qualified references. For example, `emptyList()` becomes `Collections.emptyList()`.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""java.util.Collections emptyList()"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.OrderImports,Order imports,"Groups and orders import statements. If a [style has been defined](https://docs.openrewrite.org/concepts-and-explanations/styles), this recipe will order the imports according to that style. If no style is detected, this recipe will default to ordering imports in the same way that IntelliJ IDEA does.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""removeUnused"",""type"":""Boolean"",""displayName"":""Remove unused"",""description"":""Remove unnecessary imports.""},{""name"":""style"",""type"":""String"",""displayName"":""Style YAML"",""description"":""An OpenRewrite [style](https://docs.openrewrite.org/concepts-and-explanations/styles) formatted in YAML."",""example"":""type: specs.openrewrite.org/v1beta/style\nname: com.yourorg.CustomImportLayout\nstyleConfigs:\n  - org.openrewrite.java.style.ImportLayoutStyle:\n      classCountToUseStarImport: 999\n      nameCountToUseStarImport: 999\n      layout:\n        - 'import java.*'\n        - 'import javax.*'\n        - '<blank line>'\n        - 'import all other imports'\n        - '<blank line>'\n        - 'import static all other imports'\n      packagesToFold:\n        - 'import java.awt.*'\n        - 'import static org.junit.jupiter.api.Assertions.*""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RandomizeId,Randomize tree IDs,Scramble the IDs. This was intended as a utility to test _en masse_ different techniques for UUID generation and compare their relative performance outside a microbenchmark.,1,,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RecipeMarkupDemonstration,Demonstrate rendering of `Markup` markers,Tooling may decide to elide or display differently markup of different levels.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""level"",""type"":""String"",""displayName"":""Level"",""description"":""The `Markup#Level` to add."",""valid"":[""debug"",""info"",""warning"",""error""],""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RemoveAnnotation,Remove annotation,Remove matching annotations wherever they occur.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""annotationPattern"",""type"":""String"",""displayName"":""Annotation pattern"",""description"":""An annotation pattern, expressed as a method pattern."",""example"":""@java.lang.SuppressWarnings(\""deprecation\"")"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RemoveAnnotationAttribute,Remove annotation attribute,Some annotations accept arguments. This recipe removes an existing attribute.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""annotationType"",""type"":""String"",""displayName"":""Annotation Type"",""description"":""The fully qualified name of the annotation."",""example"":""org.junit.Test"",""required"":true},{""name"":""attributeName"",""type"":""String"",""displayName"":""Attribute name"",""description"":""The name of attribute to remove."",""example"":""timeout"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RemoveImplements,Remove interface implementations,Removes `implements` clauses from classes implementing the specified interface. Removes `@Overrides` annotations from methods which no longer override anything.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""interfaceType"",""type"":""String"",""displayName"":""Interface type"",""description"":""The fully qualified name of the interface to remove."",""example"":""java.io.Serializable"",""required"":true},{""name"":""filter"",""type"":""String"",""displayName"":""Filter"",""description"":""Only apply the interface removal to classes with fully qualified names that begin with this filter. `null` or empty matches all classes."",""example"":""com.yourorg.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RemoveMethodInvocations,Remove method invocations,Remove method invocations if syntactically safe.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A pattern to match method invocations for removal. A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""java.lang.StringBuilder append(java.lang.String)"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RemoveMethodThrows,Remove elements from a method declaration `throws` clause,"Remove specific, or all exceptions from a method declaration `throws` clause.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""java.util.List add(..)"",""required"":true},{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, match methods that are overrides of the method pattern. Default is true.""},{""name"":""exceptionTypePattern"",""type"":""String"",""displayName"":""Exception type pattern"",""description"":""A type pattern that is used to find matching exception to remove. Use `*` to match all."",""example"":""java.io.IOException"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RemoveObjectsIsNull,Transform calls to `Objects.isNull(..)` and `Objects.nonNull(..)`,Replace calls to `Objects.isNull(..)` and `Objects.nonNull(..)` with a simple null check. Using these methods outside of stream predicates is not idiomatic.,1,,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.RemoveUnusedImports,Remove unused imports,Remove imports for types that are not referenced. As a precaution against incorrect changes no imports will be removed from any source where unknown types are referenced.,1,,Java,,Basic building blocks for transforming Java code.,,
