Source path,Class name,Method name,Pattern type,Exception types,Handling strategy,Logging framework,Log level
rewrite-kotlin/src/main/java/org/openrewrite/kotlin/style/ImportLayoutStyle.java,org.openrewrite.kotlin.style.Serializer,serializeFields,throws-declaration,IOException,propagate,,
rewrite-kotlin/src/main/java/org/openrewrite/kotlin/tree/K.java,org.openrewrite.kotlin.tree.K$CompilationUnit$Padding,service,try-catch,Exception,wrap,,
rewrite-kotlin/src/test/java/org/openrewrite/kotlin/KotlinTemplateTest.java,org.openrewrite.kotlin.KotlinTemplateTest,visitVariableDeclarations,try-catch,URISyntaxException,wrap,,
rewrite-toml/src/main/java/org/openrewrite/toml/ChangeTableRowValue.java,org.openrewrite.toml.ChangeTableRowValue,parseKeyValue,try-catch,Exception,ignore,,
rewrite-toml/src/main/java/org/openrewrite/toml/ChangeValue.java,org.openrewrite.toml.ChangeValue,parseValue,try-catch,NumberFormatException,recover,,
rewrite-toml/src/main/java/org/openrewrite/toml/MergeTableRow.java,org.openrewrite.toml.MergeTableRow,parseTomlRow,try-catch,Exception,ignore,,
rewrite-toml/src/main/java/org/openrewrite/toml/ReplaceTableRow.java,org.openrewrite.toml.ReplaceTableRow,parseTomlRow,try-catch,Exception,ignore,,
rewrite-toml/src/main/java/org/openrewrite/toml/TomlParser.java,org.openrewrite.toml.TomlParser,parseInputs,try-catch,Throwable,recover,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$DocumentContext,document,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$DocumentContext,document,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$ExpressionContext,expression,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$ExpressionContext,expression,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$CommentContext,comment,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$CommentContext,comment,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$KeyValueContext,keyValue,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$KeyValueContext,keyValue,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$KeyContext,key,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$KeyContext,key,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$SimpleKeyContext,simpleKey,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$SimpleKeyContext,simpleKey,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$UnquotedKeyContext,unquotedKey,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$UnquotedKeyContext,unquotedKey,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$QuotedKeyContext,quotedKey,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$QuotedKeyContext,quotedKey,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$DottedKeyContext,dottedKey,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$DottedKeyContext,dottedKey,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$ValueContext,value,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$ValueContext,value,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$StringContext,string,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$StringContext,string,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$IntegerContext,integer,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$IntegerContext,integer,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$FloatingPointContext,floatingPoint,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$FloatingPointContext,floatingPoint,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$BoolContext,bool,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$BoolContext,bool,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$DateTimeContext,dateTime,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$DateTimeContext,dateTime,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$CommentOrNlContext,commentOrNl,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$CommentOrNlContext,commentOrNl,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$ArrayContext,array,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$ArrayContext,array,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$TableContext,table,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$TableContext,table,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$StandardTableContext,standardTable,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$StandardTableContext,standardTable,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$InlineTableContext,inlineTable,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$InlineTableContext,inlineTable,try-catch,RecognitionException,custom,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$ArrayTableContext,arrayTable,throws-declaration,RecognitionException,propagate,,
rewrite-toml/src/main/java/org/openrewrite/toml/internal/grammar/TomlParser.java,org.openrewrite.toml.internal.grammar.TomlParser$ArrayTableContext,arrayTable,try-catch,RecognitionException,custom,,
rewrite-java-8/src/main/java/org/openrewrite/java/Java8Parser.java,org.openrewrite.java.Java8Parser$Builder,lazyInitClassLoaders,try-catch,MalformedURLException,wrap,,
rewrite-java-8/src/main/java/org/openrewrite/java/Java8Parser.java,org.openrewrite.java.Java8Parser$Builder,loadClass,throws-declaration,ClassNotFoundException,propagate,,
rewrite-java-8/src/main/java/org/openrewrite/java/Java8Parser.java,org.openrewrite.java.Java8Parser$Builder,loadClass,try-catch,ClassNotFoundException,custom,,
rewrite-java-8/src/main/java/org/openrewrite/java/Java8Parser.java,org.openrewrite.java.Java8Parser$Builder,build,try-catch,Exception,wrap,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8JavadocVisitor.java,org.openrewrite.java.ReloadableJava8JavadocVisitor,visitReference,try-catch,NullPointerException,ignore,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8Parser.java,org.openrewrite.java.ReloadableJava8Parser,ReloadableJava8Parser,try-catch,ReflectiveOperationException,ignore,SLF4J,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8Parser.java,org.openrewrite.java.ReloadableJava8Parser,parseInputs,try-catch,Throwable,recover,SLF4J,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8Parser.java,org.openrewrite.java.ReloadableJava8Parser,parseInputsToCompilerAst,try-catch,IOException,wrap,SLF4J,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8Parser.java,org.openrewrite.java.ReloadableJava8Parser,parseInputsToCompilerAst,try-catch,IllegalStateException,rethrow,SLF4J,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8Parser.java,org.openrewrite.java.ReloadableJava8Parser,parseInputsToCompilerAst,try-catch,Throwable,custom,SLF4J,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8Parser.java,org.openrewrite.java.ReloadableJava8Parser,parseInputsToCompilerAst,try-catch,Throwable,custom,SLF4J,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8Parser.java,org.openrewrite.java.ReloadableJava8Parser$ByteArrayCapableJavacFileManager,list,throws-declaration,IOException,propagate,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8ParserVisitor.java,org.openrewrite.java.ReloadableJava8ParserVisitor,convert,try-catch,Throwable,rethrow,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8ParserVisitor.java,org.openrewrite.java.ReloadableJava8ParserVisitor,listFlags,try-catch,IllegalAccessException,wrap,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8ParserVisitor.java,org.openrewrite.java.ReloadableJava8ParserVisitor,listFlags,try-catch,IllegalAccessException,wrap,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8TypeMapping.java,org.openrewrite.java.ReloadableJava8TypeMapping,methodDeclarationType,try-catch,UnsupportedOperationException,ignore,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8TypeMapping.java,org.openrewrite.java.ReloadableJava8TypeMapping,completeClassSymbol,try-catch,Symbol.CompletionFailure,ignore,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8TypeSignatureBuilder.java,org.openrewrite.java.ReloadableJava8TypeSignatureBuilder,signature,try-catch,Symbol.CompletionFailure,recover,,
rewrite-java-8/src/main/java/org/openrewrite/java/ReloadableJava8TypeSignatureBuilder.java,org.openrewrite.java.ReloadableJava8TypeSignatureBuilder,completeClassSymbol,try-catch,Symbol.CompletionFailure,ignore,,
rewrite-java-21/src/main/java/org/openrewrite/java/Java21Parser.java,org.openrewrite.java.Java21Parser$Builder,build,try-catch,Exception,wrap,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava21JavadocVisitor,visitReference,try-catch,NullPointerException,ignore,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21Parser.java,org.openrewrite.java.isolated.ReloadableJava21Parser,ReloadableJava21Parser,try-catch,ReflectiveOperationException,ignore,SLF4J,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21Parser.java,org.openrewrite.java.isolated.ReloadableJava21Parser,parseInputs,try-catch,Throwable,recover,SLF4J,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21Parser.java,org.openrewrite.java.isolated.ReloadableJava21Parser,parseInputsToCompilerAst,try-catch,IOException,wrap,SLF4J,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21Parser.java,org.openrewrite.java.isolated.ReloadableJava21Parser,parseInputsToCompilerAst,try-catch,IllegalStateException,rethrow,SLF4J,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21Parser.java,org.openrewrite.java.isolated.ReloadableJava21Parser,parseInputsToCompilerAst,try-catch,Throwable,custom,SLF4J,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21Parser.java,org.openrewrite.java.isolated.ReloadableJava21Parser,parseInputsToCompilerAst,try-catch,Throwable,custom,SLF4J,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21Parser.java,org.openrewrite.java.isolated.ReloadableJava21Parser$ByteArrayCapableJavacFileManager,list,throws-declaration,IOException,propagate,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21ParserVisitor.java,org.openrewrite.java.isolated.ReloadableJava21ParserVisitor,convert,try-catch,NoSuchMethodException | InvocationTargetException | IllegalAccessException,wrap,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21ParserVisitor.java,org.openrewrite.java.isolated.ReloadableJava21ParserVisitor,convert,try-catch,Throwable,rethrow,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21ParserVisitor.java,org.openrewrite.java.isolated.ReloadableJava21ParserVisitor,listFlags,try-catch,IllegalAccessException,wrap,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21ParserVisitor.java,org.openrewrite.java.isolated.ReloadableJava21ParserVisitor,listFlags,try-catch,IllegalAccessException,wrap,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21TypeMapping.java,org.openrewrite.java.isolated.ReloadableJava21TypeMapping,methodInvocationType,try-catch,Exception,ignore,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21TypeMapping.java,org.openrewrite.java.isolated.ReloadableJava21TypeMapping,methodDeclarationType,try-catch,UnsupportedOperationException,ignore,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21TypeMapping.java,org.openrewrite.java.isolated.ReloadableJava21TypeMapping,completeClassSymbol,try-catch,<unknown>,ignore,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21TypeSignatureBuilder.java,org.openrewrite.java.isolated.ReloadableJava21TypeSignatureBuilder,signature,try-catch,<unknown>,recover,,
rewrite-java-21/src/main/java/org/openrewrite/java/isolated/ReloadableJava21TypeSignatureBuilder.java,org.openrewrite.java.isolated.ReloadableJava21TypeSignatureBuilder,completeClassSymbol,try-catch,<unknown>,ignore,,
rewrite-java-21/src/test/java/org/openrewrite/java/Java21ParserTest.java,org.openrewrite.java.Java21ParserTest,shouldLoadResourceFromClasspath,throws-declaration,Exception,propagate,,
rewrite-maven/src/main/java/org/openrewrite/maven/AddDependencyVisitor.java,org.openrewrite.maven.AddDependencyVisitor,visitTag,try-catch,MavenDownloadingException,recover,,WARN
rewrite-maven/src/main/java/org/openrewrite/maven/AddDependencyVisitor.java,org.openrewrite.maven.AddDependencyVisitor$InsertDependencyInOrder,visitTag,try-catch,MavenDownloadingException,recover,,WARN
rewrite-maven/src/main/java/org/openrewrite/maven/AddDependencyVisitor.java,org.openrewrite.maven.AddDependencyVisitor$InsertDependencyInOrder,findVersionToUse,throws-declaration,MavenDownloadingException,propagate,,
rewrite-maven/src/main/java/org/openrewrite/maven/AddDevelocityMavenExtension.java,org.openrewrite.maven.AddDevelocityMavenExtension$Capture,writeConfiguration,try-catch,JsonProcessingException,wrap,,
rewrite-maven/src/main/java/org/openrewrite/maven/AddDevelocityMavenExtension.java,org.openrewrite.maven.AddDevelocityMavenExtension$Capture,getLatestVersion,try-catch,MavenDownloadingException,wrap,,
rewrite-maven/src/main/java/org/openrewrite/maven/AddManagedDependency.java,org.openrewrite.maven.AddManagedDependency,validate,try-catch,Throwable,recover,,
rewrite-maven/src/main/java/org/openrewrite/maven/AddManagedDependency.java,org.openrewrite.maven.AddManagedDependency$Scanned,visitDocument,try-catch,MavenDownloadingException,recover,,WARN
rewrite-maven/src/main/java/org/openrewrite/maven/AddParentPom.java,org.openrewrite.maven.AddParentPom,visitDocument,try-catch,MavenDownloadingException,recover,,WARN
rewrite-maven/src/main/java/org/openrewrite/maven/AddParentPom.java,org.openrewrite.maven.AddParentPom,findAcceptableVersion,throws-declaration,MavenDownloadingException,propagate,,
rewrite-maven/src/main/java/org/openrewrite/maven/Assertions.java,org.openrewrite.maven.Assertions,withLocalRepository,try-catch,IOException,wrap,,
rewrite-maven/src/main/java/org/openrewrite/maven/Assertions.java,org.openrewrite.maven.Assertions,withLocalRepository,try-catch,IOException,custom,,
rewrite-maven/src/main/java/org/openrewrite/maven/Assertions.java,org.openrewrite.maven.Assertions,withLocalRepository,try-catch,IOException,custom,,
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeDependencyGroupIdAndArtifactId.java,org.openrewrite.maven.ChangeDependencyGroupIdAndArtifactId,visitTag,try-catch,MavenDownloadingException,recover,,WARN
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeDependencyGroupIdAndArtifactId.java,org.openrewrite.maven.ChangeDependencyGroupIdAndArtifactId,resolveSemverVersion,throws-declaration,MavenDownloadingException,propagate,,
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeDependencyGroupIdAndArtifactId.java,org.openrewrite.maven.ChangeDependencyGroupIdAndArtifactId,visitTag,try-catch,MavenDownloadingException,recover,,WARN
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeDependencyGroupIdAndArtifactId.java,org.openrewrite.maven.ChangeDependencyGroupIdAndArtifactId,resolveSemverVersion,throws-declaration,MavenDownloadingException,propagate,,
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeManagedDependencyGroupIdAndArtifactId.java,org.openrewrite.maven.ChangeManagedDependencyGroupIdAndArtifactId,visitTag,try-catch,MavenDownloadingException,recover,,WARN
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeManagedDependencyGroupIdAndArtifactId.java,org.openrewrite.maven.ChangeManagedDependencyGroupIdAndArtifactId,resolveSemverVersion,throws-declaration,MavenDownloadingException,propagate,,
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeParentPom.java,org.openrewrite.maven.ChangeParentPom$Accumulator,findAcceptableVersion,throws-declaration,MavenDownloadingException,propagate,,
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeParentPom.java,org.openrewrite.maven.ChangeParentPom$Accumulator,visitDocument,try-catch,MavenDownloadingException,custom,,
rewrite-maven/src/main/java/org/openrewrite/maven/ChangeParentPom.java,org.openrewrite.maven.ChangeParentPom$Accumulator,visitTag,try-catch,MavenDownloadingException,recover,,WARN
rewrite-maven/src/main/java/org/openrewrite/maven/ExcludeDependency.java,org.openrewrite.maven.ExcludeDependency,validate,try-catch,Throwable,recover,,
rewrite-maven/src/main/java/org/openrewrite/maven/MavenExecutionContextView.java,org.openrewrite.maven.MavenExecutionContextView,defaultArtifactCache,try-catch,Exception,recover,,
rewrite-maven/src/main/java/org/openrewrite/maven/MavenExecutionContextView.java,org.openrewrite.maven.MavenExecutionContextView$TempArtifactCacheHolder,defaultArtifactCache,try-catch,IOException,wrap,,
rewrite-maven/src/main/java/org/openrewrite/maven/MavenExecutionContextView.java,org.openrewrite.maven.MavenExecutionContextView$TempArtifactCacheHolder,mapRepositories,try-catch,Exception,recover,,
rewrite-maven/src/main/java/org/openrewrite/maven/MavenParser.java,org.openrewrite.maven.MavenParser$MavenXmlParser,parseInputs,try-catch,Throwable,custom,,
