"package","type","subtypes","name","signature","ext","input","output","kind","provenance"
"java.lang","IllegalStateException",false,"IllegalStateException","(String)","","Argument[0]","Argument[-1].SyntheticField[java.lang.Throwable.message]","value","manual"
"java.lang","IndexOutOfBoundsException",false,"IndexOutOfBoundsException","(String)","","Argument[0]","Argument[-1].SyntheticField[java.lang.Throwable.message]","value","manual"
"java.lang","Iterable",true,"forEach","(Consumer)","","Argument[-1].Element","Argument[0].Parameter[0]","value","manual"
"java.lang","Iterable",true,"spliterator","()","","Argument[-1].Element","ReturnValue.Element","value","manual"
"java.lang","Iterable",true,"iterator","()","","Argument[-1].Element","ReturnValue.Element","value","manual"
"java.lang","RuntimeException",false,"RuntimeException","(Throwable)","","Argument[0]","Argument[-1].SyntheticField[java.lang.Throwable.cause]","value","manual"
"java.lang","RuntimeException",false,"RuntimeException","(String)","","Argument[0]","Argument[-1].SyntheticField[java.lang.Throwable.message]","value","manual"
"java.lang","RuntimeException",false,"RuntimeException","(String,Throwable)","","Argument[0]","Argument[-1].SyntheticField[java.lang.Throwable.message]","value","manual"
"java.lang","RuntimeException",false,"RuntimeException","(String,Throwable)","","Argument[1]","Argument[-1].SyntheticField[java.lang.Throwable.cause]","value","manual"
"java.lang","StringBuffer",true,"StringBuffer","(String)","","Argument[0]","Argument[-1]","taint","manual"
"java.lang","StringBuffer",true,"StringBuffer","(CharSequence)","","Argument[0]","Argument[-1]","taint","manual"
"java.lang","StringBuilder",true,"StringBuilder","","","Argument[0]","Argument[-1]","taint","manual"
"java.lang","System",false,"arraycopy","","","Argument[0]","Argument[2]","taint","manual"
"java.lang","Throwable",false,"Throwable","(Throwable)","","Argument[0]","Argument[-1].SyntheticField[java.lang.Throwable.cause]","value","manual"
"java.lang","Throwable",true,"getCause","()","","Argument[-1].SyntheticField[java.lang.Throwable.cause]","ReturnValue","value","manual"
"java.lang","Throwable",true,"getMessage","()","","Argument[-1].SyntheticField[java.lang.Throwable.message]","ReturnValue","value","manual"
"java.io","IOException",false,"IOException","(String)","","Argument[0]","Argument[-1].SyntheticField[java.lang.Throwable.message]","value","manual"
"java.io","BufferedReader",false,"BufferedReader","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","BufferedReader",true,"readLine","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","ByteArrayInputStream",false,"ByteArrayInputStream","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","ByteArrayOutputStream",false,"toString","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","ByteArrayOutputStream",false,"toByteArray","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","ByteArrayOutputStream",false,"writeTo","","","Argument[-1]","Argument[0]","taint","manual"
"java.io","DataInput",true,"readLine","()","","Argument[-1]","ReturnValue","taint","manual"
"java.io","DataInput",true,"readUTF","()","","Argument[-1]","ReturnValue","taint","manual"
"java.io","DataInput",true,"readFully","","","Argument[-1]","Argument[0]","taint","manual"
"java.io","File",false,"File","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","File",false,"File","","","Argument[1]","Argument[-1]","taint","manual"
"java.io","File",true,"toString","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","File",true,"getName","()","","Argument[-1]","ReturnValue","taint","manual"
"java.io","File",true,"getCanonicalFile","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","File",true,"toURI","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","File",true,"toPath","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","File",true,"getCanonicalPath","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","File",true,"getAbsoluteFile","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","File",true,"getAbsolutePath","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","FilterOutputStream",true,"FilterOutputStream","(OutputStream)","","Argument[0]","Argument[-1]","taint","manual"
"java.io","InputStream",true,"read","(byte[])","","Argument[-1]","Argument[0]","taint","manual"
"java.io","InputStream",true,"read","(byte[],int,int)","","Argument[-1]","Argument[0]","taint","manual"
"java.io","InputStream",true,"readAllBytes","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","InputStream",true,"transferTo","(OutputStream)","","Argument[-1]","Argument[0]","taint","manual"
"java.io","InputStream",true,"readNBytes","(int)","","Argument[-1]","ReturnValue","taint","manual"
"java.io","InputStream",true,"readNBytes","(byte[],int,int)","","Argument[-1]","Argument[0]","taint","manual"
"java.io","InputStreamReader",false,"InputStreamReader","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","ObjectInput",true,"read","","","Argument[-1]","Argument[0]","taint","manual"
"java.io","ObjectInputStream",false,"ObjectInputStream","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","OutputStream",true,"write","(int)","","Argument[0]","Argument[-1]","taint","manual"
"java.io","OutputStream",true,"write","(byte[])","","Argument[0]","Argument[-1]","taint","manual"
"java.io","OutputStream",true,"write","(byte[],int,int)","","Argument[0]","Argument[-1]","taint","manual"
"java.io","Reader",true,"read","","","Argument[-1]","Argument[0]","taint","manual"
"java.io","Reader",true,"read","()","","Argument[-1]","ReturnValue","taint","manual"
"java.io","StringReader",false,"StringReader","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","Writer",true,"write","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","Writer",true,"toString","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","BufferedInputStream",false,"BufferedInputStream","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","CharArrayReader",false,"CharArrayReader","","","Argument[0]","Argument[-1]","taint","manual"
"java.io","CharArrayWriter",true,"toCharArray","","","Argument[-1]","ReturnValue","taint","manual"
"java.io","DataInputStream",false,"DataInputStream","","","Argument[0]","Argument[-1]","taint","manual"
"java.nio.file","FileSystem",true,"getPath","","","Argument[0]","ReturnValue","taint","manual"
"java.nio.file","FileSystem",true,"getRootDirectories","","","Argument[0]","ReturnValue","taint","manual"
"java.nio.file","Path",false,"toFile","","","Argument[-1]","ReturnValue","taint","manual"
"java.nio.file","Path",true,"toString","","","Argument[-1]","ReturnValue","taint","manual"
"java.nio.file","Path",true,"resolve","","","Argument[-1..0]","ReturnValue","taint","manual"
"java.nio.file","Path",true,"normalize","","","Argument[-1]","ReturnValue","taint","manual"
"java.nio.file","Path",true,"getParent","","","Argument[-1]","ReturnValue","taint","manual"
"java.nio.file","Path",true,"toAbsolutePath","","","Argument[-1]","ReturnValue","taint","manual"
"java.nio.file","Path",true,"toUri","","","Argument[-1]","ReturnValue","taint","manual"
"java.nio.file","Paths",true,"get","","","Argument[0]","ReturnValue","taint","manual"
"java.nio.file","Paths",true,"get","","","Argument[1].ArrayElement","ReturnValue","taint","manual"
"java.util","ArrayList",false,"ArrayList","(Collection)","","Argument[0].Element","Argument[-1].Element","value","manual"
"java.util","HashMap",false,"HashMap","(Map)","","Argument[0].MapKey","Argument[-1].MapKey","value","manual"
"java.util","HashMap",false,"HashMap","(Map)","","Argument[0].MapValue","Argument[-1].MapValue","value","manual"
"java.util","IdentityHashMap",false,"IdentityHashMap","(Map)","","Argument[0].MapKey","Argument[-1].MapKey","value","manual"
"java.util","IdentityHashMap",false,"IdentityHashMap","(Map)","","Argument[0].MapValue","Argument[-1].MapValue","value","manual"
"java.util","HashSet",false,"HashSet","(Collection)","","Argument[0].Element","Argument[-1].Element","value","manual"
"java.util","Vector",false,"Vector","(Collection)","","Argument[0].Element","Argument[-1].Element","value","manual"
"java.util","Vector",true,"elements","()","","Argument[-1].Element","ReturnValue.Element","value","manual"
"java.util","Vector",true,"addElement","(Object)","","Argument[0]","Argument[-1].Element","value","manual"
"java.util","Vector",true,"insertElementAt","(Object,int)","","Argument[0]","Argument[-1].Element","value","manual"
"java.util","Vector",true,"setElementAt","(Object,int)","","Argument[0]","Argument[-1].Element","value","manual"
"java.util","Vector",true,"lastElement","()","","Argument[-1].Element","ReturnValue","value","manual"
"java.util","Vector",true,"firstElement","()","","Argument[-1].Element","ReturnValue","value","manual"
"java.util","Vector",true,"elementAt","(int)","","Argument[-1].Element","ReturnValue","value","manual"
"java.util","Vector",true,"copyInto","(Object[])","","Argument[-1].Element","Argument[0].ArrayElement","value","manual"
"java.util","Stack",true,"peek","()","","Argument[-1].Element","ReturnValue","value","manual"
"java.util","Stack",true,"pop","()","","Argument[-1].Element","ReturnValue","value","manual"
"java.util","Stack",true,"push","(Object)","","Argument[0]","Argument[-1].Element","value","manual"
"java.util","TreeMap",false,"TreeMap","(Map)","","Argument[0].MapKey","Argument[-1].MapKey","value","manual"
"java.util","TreeMap",false,"TreeMap","(Map)","","Argument[0].MapValue","Argument[-1].MapValue","value","manual"
"java.util","TreeMap",false,"TreeMap","(SortedMap)","","Argument[0].MapKey","Argument[-1].MapKey","value","manual"
"java.util","TreeMap",false,"TreeMap","(SortedMap)","","Argument[0].MapValue","Argument[-1].MapValue","value","manual"
"java.util","LinkedHashMap",false,"LinkedHashMap","(Map)","","Argument[0].MapKey","Argument[-1].MapKey","value","manual"
"java.util","LinkedHashMap",false,"LinkedHashMap","(Map)","","Argument[0].MapValue","Argument[-1].MapValue","value","manual"
"java.util","LinkedHashSet",false,"LinkedHashSet","(Collection)","","Argument[0].Element","Argument[-1].Element","value","manual"
"java.util","Map",false,"entry","(Object,Object)","","Argument[0]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"entry","(Object,Object)","","Argument[1]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[2]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[0]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[1]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[3]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[4]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[5]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[6]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[7]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[8]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[9]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[10]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[11]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[12]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[13]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[14]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[15]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[16]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[17]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"of","","","Argument[18]","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"of","","","Argument[19]","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"copyOf","(Map)","","Argument[0].MapKey","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"copyOf","(Map)","","Argument[0].MapValue","ReturnValue.MapValue","value","manual"
"java.util","Map",false,"ofEntries","","","Argument[0].ArrayElement.MapKey","ReturnValue.MapKey","value","manual"
"java.util","Map",false,"ofEntries","","","Argument[0].ArrayElement.MapValue","ReturnValue.MapValue","value","manual"
"java.util","Map",true,"merge","(Object,Object,BiFunction)","","Argument[1]","Argument[-1].MapValue","value","manual"
"java.util","Map",true,"computeIfAbsent","","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Map",true,"computeIfAbsent","","","Argument[1].ReturnValue","ReturnValue","value","manual"
"java.util","Map",true,"computeIfAbsent","","","Argument[1].ReturnValue","Argument[-1].MapValue","value","manual"
"java.util","Map",true,"replace","(Object,Object)","","Argument[0]","Argument[-1].MapKey","value","manual"
"java.util","Map",true,"replace","(Object,Object)","","Argument[1]","Argument[-1].MapValue","value","manual"
"java.util","Map",true,"replace","(Object,Object)","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Map",true,"replace","(Object,Object,Object)","","Argument[2]","Argument[-1].MapValue","value","manual"
"java.util","Map",true,"replace","(Object,Object,Object)","","Argument[0]","Argument[-1].MapKey","value","manual"
"java.util","Map",true,"remove","(Object)","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Map",true,"putIfAbsent","","","Argument[0]","Argument[-1].MapKey","value","manual"
"java.util","Map",true,"putIfAbsent","","","Argument[1]","Argument[-1].MapValue","value","manual"
"java.util","Map",true,"putIfAbsent","","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Map",true,"forEach","(BiConsumer)","","Argument[-1].MapKey","Argument[0].Parameter[0]","value","manual"
"java.util","Map",true,"forEach","(BiConsumer)","","Argument[-1].MapValue","Argument[0].Parameter[1]","value","manual"
"java.util","Map",true,"getOrDefault","","","Argument[1]","ReturnValue","value","manual"
"java.util","Map",true,"getOrDefault","","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Map",true,"entrySet","","","Argument[-1].MapKey","ReturnValue.Element.MapKey","value","manual"
"java.util","Map",true,"entrySet","","","Argument[-1].MapValue","ReturnValue.Element.MapValue","value","manual"
"java.util","Map",true,"values","()","","Argument[-1].MapValue","ReturnValue.Element","value","manual"
"java.util","Map",true,"keySet","()","","Argument[-1].MapKey","ReturnValue.Element","value","manual"
"java.util","Map",true,"putAll","(Map)","","Argument[0].MapKey","Argument[-1].MapKey","value","manual"
"java.util","Map",true,"putAll","(Map)","","Argument[0].MapValue","Argument[-1].MapValue","value","manual"
"java.util","Map",true,"put","(Object,Object)","","Argument[0]","Argument[-1].MapKey","value","manual"
"java.util","Map",true,"put","(Object,Object)","","Argument[1]","Argument[-1].MapValue","value","manual"
"java.util","Map",true,"put","(Object,Object)","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Map",true,"get","","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","LinkedList",false,"LinkedList","(Collection)","","Argument[0].Element","Argument[-1].Element","value","manual"
"java.util","TreeSet",false,"TreeSet","(Collection)","","Argument[0].Element","Argument[-1].Element","value","manual"
"java.util","TreeSet",false,"TreeSet","(SortedSet)","","Argument[0].Element","Argument[-1].Element","value","manual"
"java.util","List",false,"of","(Object)","","Argument[0]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object)","","Argument[0..1]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object[])","","Argument[0].ArrayElement","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object,Object)","","Argument[0..2]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object,Object,Object)","","Argument[0..3]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object,Object,Object,Object)","","Argument[0..4]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object,Object,Object,Object,Object)","","Argument[0..5]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object,Object,Object,Object,Object,Object)","","Argument[0..6]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..7]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..8]","ReturnValue.Element","value","manual"
"java.util","List",false,"of","(Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..9]","ReturnValue.Element","value","manual"
"java.util","List",false,"copyOf","(Collection)","","Argument[0].Element","ReturnValue.Element","value","manual"
"java.util","List",true,"set","(int,Object)","","Argument[1]","Argument[-1].Element","value","manual"
"java.util","List",true,"set","(int,Object)","","Argument[-1].Element","ReturnValue","value","manual"
"java.util","List",true,"remove","(int)","","Argument[-1].Element","ReturnValue","value","manual"
"java.util","List",true,"get","(int)","","Argument[-1].Element","ReturnValue","value","manual"
"java.util","List",true,"addAll","(int,Collection)","","Argument[1].Element","Argument[-1].Element","value","manual"
"java.util","List",true,"add","(int,Object)","","Argument[1]","Argument[-1].Element","value","manual"
"java.util","List",true,"subList","","","Argument[-1].Element","ReturnValue.Element","value","manual"
"java.util","List",true,"listIterator","","","Argument[-1].Element","ReturnValue.Element","value","manual"
"java.util","Arrays",false,"fill","(Object[],Object)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(byte[],byte)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(char[],char)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(Object[],int,int,Object)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(boolean[],boolean)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(boolean[],int,int,boolean)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(byte[],int,int,byte)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(char[],int,int,char)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(double[],double)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(double[],int,int,double)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(float[],float)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(float[],int,int,float)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(int[],int)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(int[],int,int,int)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(long[],int,int,long)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(long[],long)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(short[],int,int,short)","","Argument[3]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"fill","(short[],short)","","Argument[1]","Argument[0].ArrayElement","value","manual"
"java.util","Arrays",false,"spliterator","","","Argument[0].ArrayElement","ReturnValue.Element","value","manual"
"java.util","Arrays",false,"stream","","","Argument[0].ArrayElement","ReturnValue.Element","value","manual"
"java.util","Arrays",false,"asList","","","Argument[0].ArrayElement","ReturnValue.Element","value","manual"
"java.util","Arrays",false,"copyOf","","","Argument[0].ArrayElement","ReturnValue.ArrayElement","value","manual"
"java.util","Arrays",false,"copyOfRange","","","Argument[0].ArrayElement","ReturnValue.ArrayElement","value","manual"
"java.util","Properties",true,"setProperty","(String,String)","","Argument[0]","Argument[-1].MapKey","value","manual"
"java.util","Properties",true,"setProperty","(String,String)","","Argument[1]","Argument[-1].MapValue","value","manual"
"java.util","Properties",true,"setProperty","(String,String)","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Properties",true,"getProperty","(String,String)","","Argument[1]","ReturnValue","value","manual"
"java.util","Properties",true,"getProperty","(String,String)","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Properties",true,"getProperty","(String)","","Argument[-1].MapValue","ReturnValue","value","manual"
"java.util","Collection",true,"parallelStream","()","","Argument[-1].Element","ReturnValue.Element","value","manual"
"java.util","Collection",true,"stream","()","","Argument[-1].Element","ReturnValue.Element","value","manual"
"java.util","Collection",true,"addAll","","","Argument[0].Element","Argument[-1].Element","value","manual"
"java.util","Collection",true,"add","","","Argument[0]","Argument[-1].Element","value","manual"
"java.util","Collection",true,"toArray","","","Argument[-1].Element","Argument[0].ArrayElement","value","manual"
"java.util","Collection",true,"toArray","","","Argument[-1].Element","ReturnValue.ArrayElement","value","manual"
"java.util","Scanner",true,"skip","","","Argument[-1]","ReturnValue","value","manual"
"java.util","Scanner",true,"reset","","","Argument[-1]","ReturnValue","value","manual"
"java.util","Scanner",true,"next","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextLine","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextByte","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextInt","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"Scanner","","","Argument[0]","Argument[-1]","taint","manual"
"java.util","Scanner",true,"nextDouble","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextLong","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextFloat","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextBoolean","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextBigDecimal","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextBigInteger","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"nextShort","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"findWithinHorizon","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"findInLine","","","Argument[-1]","ReturnValue","taint","manual"
"java.util","Scanner",true,"useRadix","","","Argument[-1]","ReturnValue","value","manual"
"java.util","Scanner",true,"useLocale","","","Argument[-1]","ReturnValue","value","manual"
"java.util","Scanner",true,"useDelimiter","","","Argument[-1]","ReturnValue","value","manual"
"java.util","Set",false,"of","(Object)","","Argument[0]","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object,Object)","","Argument[0..1]","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object[])","","Argument[0].ArrayElement","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object,Object,Object)","","Argument[0..2]","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object,Object,Object,Object)","","Argument[0..3]","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object,Object,Object,Object,Object)","","Argument[0..4]","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object,Object,Object,Object,Object,Object)","","Argument[0..5]","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object,Object,Object,Object,Object,Object,Object)","","Argument[0..6]","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..7]","ReturnValue.Element","value","manual"
"java.util","Set",false,"of","(Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..8]","ReturnValue.Element","value","manual"
