"package","type","subtypes","name","signature","ext","input","kind","provenance"
"java.net","URLClassLoader",false,"URLClassLoader","(URL[],ClassLoader,URLStreamHandlerFactory)","","Argument[0]","open-url","manual"
"java.net","URLClassLoader",false,"URLClassLoader","(String,URL[],ClassLoader)","","Argument[1]","open-url","manual"
"java.net","URLClassLoader",false,"URLClassLoader","(String,URL[],ClassLoader,URLStreamHandlerFactory)","","Argument[1]","open-url","manual"
"org.apache.logging.log4j","Logger",true,"entry","(Object[])","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(CharSequence)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Object)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object)","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Supplier)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object[])","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Message)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object)","","Argument[0..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object,Object)","","Argument[0..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Supplier)","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,Object)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object)","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object)","","Argument[1..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object[])","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Object,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object,Object,Object)","","Argument[0..4]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object,Object,Object,Object)","","Argument[0..5]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object,Object,Object,Object,Object)","","Argument[0..6]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..7]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..8]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..9]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(String,Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..10]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(CharSequence,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,CharSequence)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,CharSequence,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,Message)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,MessageSupplier)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,MessageSupplier,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,Object,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object,Object)","","Argument[1..4]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object,Object,Object)","","Argument[1..5]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object,Object,Object,Object)","","Argument[1..6]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object,Object,Object,Object,Object)","","Argument[1..7]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..8]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..9]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..10]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..11]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,String,Supplier)","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,Supplier)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Marker,Supplier,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Message,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(MessageSupplier)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(MessageSupplier,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"debug","(Supplier,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(CharSequence)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Object)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object)","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Supplier)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object[])","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Message)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object)","","Argument[0..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object,Object)","","Argument[0..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Supplier)","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,Object)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object)","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object)","","Argument[1..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object[])","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Object,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object,Object,Object)","","Argument[0..4]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object,Object,Object,Object)","","Argument[0..5]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object,Object,Object,Object,Object)","","Argument[0..6]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..7]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..8]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..9]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(String,Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..10]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(CharSequence,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,CharSequence)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,CharSequence,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,Message)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,MessageSupplier)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,MessageSupplier,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,Object,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object,Object)","","Argument[1..4]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object,Object,Object)","","Argument[1..5]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object,Object,Object,Object)","","Argument[1..6]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object,Object,Object,Object,Object)","","Argument[1..7]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..8]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..9]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..10]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..11]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,String,Supplier)","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,Supplier)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Marker,Supplier,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Message,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(MessageSupplier)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(MessageSupplier,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"error","(Supplier,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(CharSequence)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Object)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object)","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Supplier)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object[])","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Message)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object)","","Argument[0..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object,Object)","","Argument[0..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Supplier)","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,Object)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object)","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object)","","Argument[1..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object[])","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Object,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object,Object,Object)","","Argument[0..4]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object,Object,Object,Object)","","Argument[0..5]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object,Object,Object,Object,Object)","","Argument[0..6]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..7]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..8]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..9]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(String,Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[0..10]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(CharSequence,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,CharSequence)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,CharSequence,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,Message)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,MessageSupplier)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,MessageSupplier,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,Object,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object,Object)","","Argument[1..4]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object,Object,Object)","","Argument[1..5]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object,Object,Object,Object)","","Argument[1..6]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object,Object,Object,Object,Object)","","Argument[1..7]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..8]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..9]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..10]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..11]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,String,Supplier)","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,Supplier)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Marker,Supplier,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Message,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(MessageSupplier)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(MessageSupplier,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"info","(Supplier,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Object)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object[])","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object)","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Supplier)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Supplier,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Supplier)","","Argument[1..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,CharSequence)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,CharSequence,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,CharSequence)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,CharSequence,Throwable)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,Message)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,MessageSupplier)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,MessageSupplier,Throwable)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,Object)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,Object,Throwable)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object)","","Argument[2..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object)","","Argument[2..4]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object,Object)","","Argument[2..5]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object,Object,Object)","","Argument[2..6]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object,Object,Object,Object)","","Argument[2..7]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object,Object,Object,Object,Object)","","Argument[2..8]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object,Object,Object,Object,Object,Object)","","Argument[2..9]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[2..10]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[2..11]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[2..12]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Object[])","","Argument[2..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Supplier)","","Argument[2..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,String,Throwable)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,Supplier)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Marker,Supplier,Throwable)","","Argument[2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Message)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Message,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,MessageSupplier)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,MessageSupplier,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,Object,Throwable)","","Argument[1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object)","","Argument[1..3]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object,Object)","","Argument[1..4]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object,Object,Object)","","Argument[1..5]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object,Object,Object,Object)","","Argument[1..6]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object,Object,Object,Object,Object)","","Argument[1..7]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..8]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..9]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..10]","logging","manual"
"org.apache.logging.log4j","Logger",true,"log","(Level,String,Object,Object,Object,Object,Object,Object,Object,Object,Object,Object)","","Argument[1..11]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(String)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(CharSequence)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(Object)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(String,Object)","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(Supplier)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(String,Object[])","","Argument[0..1]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(String,Throwable)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(Message)","","Argument[0]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(String,Object,Object)","","Argument[0..2]","logging","manual"
"org.apache.logging.log4j","Logger",true,"warn","(String,Object,Object,Object)","","Argument[0..3]","logging","manual"
